index,reaccion,correct,error,anger,sensation,emotional,sociability,motivacion
142,277,0,0,42,82,76,70,63
143,262,0,0,42,82,76,70,63
144,148,0,0,42,82,76,70,63
145,361,1,0,42,82,76,70,63
146,350,1,0,42,82,76,70,63
147,379,0,0,42,82,76,70,63
148,345,0,0,42,82,76,70,63
149,374,0,0,42,82,76,70,63
150,338,1,0,42,82,76,70,63
151,157,0,0,42,82,76,70,63
152,289,1,0,42,82,76,70,63
153,410,0,0,42,82,76,70,63
154,590,0,0,42,82,76,70,63
155,478,0,0,42,82,76,70,63
156,371,0,0,42,82,76,70,63
158,430,1,0,42,82,76,70,63
159,348,0,0,42,82,76,70,63
160,957,0,0,42,82,76,70,63
162,233,0,0,42,82,76,70,63
163,132,0,0,42,82,76,70,63
164,365,0,0,42,82,76,70,63
165,373,0,0,42,82,76,70,63
166,308,0,0,42,82,76,70,63
167,333,0,0,42,82,76,70,63
168,377,0,0,42,82,76,70,63
169,292,0,0,42,82,76,70,63
170,363,0,0,42,82,76,70,63
171,389,0,0,42,82,76,70,63
172,281,0,0,42,82,76,70,63
173,289,0,0,42,82,76,70,63
174,558,0,0,42,82,76,70,63
175,417,0,0,42,82,76,70,63
177,411,0,0,42,82,76,70,63
178,454,0,0,42,82,76,70,63
179,514,0,0,42,82,76,70,63
180,446,0,0,42,82,76,70,63
181,387,0,0,42,82,76,70,63
182,406,0,0,42,82,76,70,63
183,338,0,0,42,82,76,70,63
184,395,1,0,42,82,76,70,63
186,469,0,0,42,82,76,70,63
187,369,0,0,42,82,76,70,63
188,347,0,0,42,82,76,70,63
189,310,0,0,42,82,76,70,63
190,436,1,0,42,82,76,70,63
191,291,0,0,42,82,76,70,63
192,354,0,0,42,82,76,70,63
193,316,0,0,42,82,76,70,63
194,335,0,0,42,82,76,70,63
195,331,1,0,42,82,76,70,63
196,361,0,0,42,82,76,70,63
197,317,0,0,42,82,76,70,63
198,363,0,0,42,82,76,70,63
199,365,0,0,42,82,76,70,63
200,425,1,0,42,82,76,70,63
201,449,0,0,42,82,76,70,63
202,421,0,0,42,82,76,70,63
203,484,0,0,42,82,76,70,63
204,499,0,0,42,82,76,70,63
205,340,0,0,42,82,76,70,63
206,350,0,0,42,82,76,70,63
207,349,0,0,42,82,76,70,63
208,361,0,0,42,82,76,70,63
209,374,0,0,42,82,76,70,63
210,402,0,0,42,82,76,70,63
211,274,0,0,42,82,76,70,63
212,298,0,0,42,82,76,70,63
213,377,0,0,42,82,76,70,63
214,330,0,0,42,82,76,70,63
215,161,0,0,42,82,76,70,63
216,137,1,0,42,82,76,70,63
217,307,0,0,42,82,76,70,63
218,358,1,0,42,82,76,70,63
219,325,0,0,42,82,76,70,63
220,435,0,0,42,82,76,70,63
221,482,0,0,42,82,76,70,63
222,347,1,0,42,82,76,70,63
223,329,0,0,42,82,76,70,63
224,269,1,0,42,82,76,70,63
225,338,0,0,42,82,76,70,63
226,373,0,0,42,82,76,70,63
227,564,0,0,42,82,76,70,63
228,460,0,0,42,82,76,70,63
229,595,0,0,42,82,76,70,63
230,545,1,0,42,82,76,70,63
231,260,0,0,42,82,76,70,63
233,369,0,0,42,82,76,70,63
234,381,0,0,42,82,76,70,63
235,317,1,0,42,82,76,70,63
236,326,0,0,42,82,76,70,63
237,393,1,0,42,82,76,70,63
238,187,0,0,42,82,76,70,63
239,202,0,0,42,82,76,70,63
240,121,0,0,42,82,76,70,63
241,315,1,0,42,82,76,70,63
242,302,0,0,42,82,76,70,63
243,244,0,0,42,82,76,70,63
244,302,0,0,42,82,76,70,63
245,402,0,0,42,82,76,70,63
247,586,0,0,42,82,76,70,63
249,433,0,0,42,82,76,70,63
250,443,0,0,42,82,76,70,63
251,329,0,0,42,82,76,70,63
252,955,0,0,42,82,76,70,63
253,866,0,0,42,82,76,70,63
254,721,0,0,42,82,76,70,63
255,403,1,0,42,82,76,70,63
256,286,0,0,42,82,76,70,63
257,385,0,0,42,82,76,70,63
258,685,1,0,42,82,76,70,63
259,432,1,0,42,82,76,70,63
261,412,0,0,42,82,76,70,63
262,459,0,0,42,82,76,70,63
263,333,1,0,42,82,76,70,63
264,350,0,0,42,82,76,70,63
265,329,0,0,42,82,76,70,63
266,331,0,0,42,82,76,70,63
267,396,1,0,42,82,76,70,63
268,716,0,0,42,82,76,70,63
269,602,0,0,42,82,76,70,63
270,445,0,0,42,82,76,70,63
271,388,1,0,42,82,76,70,63
272,374,1,0,42,82,76,70,63
273,386,0,0,42,82,76,70,63
274,457,1,0,42,82,76,70,63
275,402,0,0,42,82,76,70,63
276,347,0,0,42,82,76,70,63
277,292,0,0,42,82,76,70,63
278,341,1,0,42,82,76,70,63
279,374,1,0,42,82,76,70,63
280,413,0,0,42,82,76,70,63
281,326,0,0,42,82,76,70,63
282,361,0,0,42,82,76,70,63
283,379,0,0,42,82,76,70,63
284,414,0,0,42,82,76,70,63
285,389,1,0,42,82,76,70,63
286,329,0,0,42,82,76,70,63
287,310,0,0,42,82,76,70,63
288,360,0,0,42,82,76,70,63
290,901,0,0,42,82,76,70,63
291,836,1,0,42,82,76,70,63
292,764,0,0,42,82,76,70,63
293,755,1,0,42,82,76,70,63
294,571,1,0,42,82,76,70,63
295,589,0,0,42,82,76,70,63
296,417,0,0,42,82,76,70,63
297,298,0,0,42,82,76,70,63
298,308,0,0,42,82,76,70,63
299,453,0,0,42,82,76,70,63
6,589,0,0,42,82,76,70,63
9,441,1,0,42,82,76,70,63
11,374,1,0,42,82,76,70,63
13,391,1,0,42,82,76,70,63
17,428,1,0,42,82,76,70,63
25,365,1,0,42,82,76,70,63
37,330,1,0,42,82,76,70,63
49,398,1,0,42,82,76,70,63
53,504,1,0,42,82,76,70,63
55,512,1,0,42,82,76,70,63
57,347,1,0,42,82,76,70,63
63,479,1,0,42,82,76,70,63
67,633,1,0,42,82,76,70,63
89,542,1,0,42,82,76,70,63
95,409,1,0,42,82,76,70,63
105,551,1,0,42,82,76,70,63
115,636,1,0,42,82,76,70,63
117,732,1,0,42,82,76,70,63
130,806,0,0,42,82,76,70,63
135,443,1,0,42,82,76,70,63
139,985,1,0,42,82,76,70,63
143,508,1,0,42,82,76,70,63
145,581,1,0,42,82,76,70,63
149,417,1,0,42,82,76,70,63
159,574,1,0,42,82,76,70,63
171,554,1,0,42,82,76,70,63
195,441,1,0,42,82,76,70,63
207,454,1,0,42,82,76,70,63
215,405,1,0,42,82,76,70,63
217,797,1,0,42,82,76,70,63
223,413,1,0,42,82,76,70,63
229,535,1,0,42,82,76,70,63
233,417,1,0,42,82,76,70,63
245,387,1,0,42,82,76,70,63
247,479,1,0,42,82,76,70,63
269,530,1,0,42,82,76,70,63
273,679,1,0,42,82,76,70,63
289,391,1,0,42,82,76,70,63
295,440,1,0,42,82,76,70,63
0,383,0,0,42,82,76,70,63
1,623,0,3,42,82,76,70,63
2,7525,0,3,42,82,76,70,63
3,672,0,2,42,82,76,70,63
4,336,0,2,42,82,76,70,63
5,312,0,2,42,82,76,70,63
6,232,0,2,42,82,76,70,63
7,264,0,2,42,82,76,70,63
8,84,0,2,42,82,76,70,63
9,1120,0,0,42,82,76,70,63
10,4860,0,0,42,82,76,70,63
11,576,0,0,42,82,76,70,63
12,1104,0,3,42,82,76,70,63
13,2663,0,3,42,82,76,70,63
14,816,0,2,42,82,76,70,63
15,1064,0,3,42,82,76,70,63
16,1457,0,3,42,82,76,70,63
17,535,0,2,42,82,76,70,63
18,1655,0,3,42,82,76,70,63
19,1071,0,2,42,82,76,70,63
20,360,0,2,42,82,76,70,63
21,409,0,3,42,82,76,70,63
22,233,0,3,42,82,76,70,63
23,520,0,3,42,82,76,70,63
24,384,0,2,42,82,76,70,63
25,456,0,2,42,82,76,70,63
26,568,0,0,42,82,76,70,63
27,13767,0,0,42,82,76,70,63
28,653,0,3,42,82,76,70,63
29,15511,0,2,42,82,76,70,63
30,1240,0,0,42,82,76,70,63
31,1105,0,1,42,82,76,70,63
32,2473,0,2,42,82,76,70,63
33,648,0,3,42,82,76,70,63
34,5573,0,0,42,82,76,70,63
35,992,0,0,42,82,76,70,63
36,1200,0,0,42,82,76,70,63
37,1272,0,0,42,82,76,70,63
38,337,0,0,42,82,76,70,63
39,497,0,0,42,82,76,70,63
40,361,0,0,42,82,76,70,63
41,1696,0,0,42,82,76,70,63
42,3974,0,0,42,82,76,70,63
43,1209,0,3,42,82,76,70,63
44,584,0,3,42,82,76,70,63
45,1927,0,3,42,82,76,70,63
46,2232,0,0,42,82,76,70,63
47,2231,0,0,42,82,76,70,63
48,415,0,0,42,82,76,70,63
49,535,0,0,42,82,76,70,63
50,231,0,0,42,82,76,70,63
51,250,0,0,42,82,76,70,63
52,432,0,0,42,82,76,70,63
0,2456,1,0,42,82,76,70,63
1,2516,1,0,42,82,76,70,63
2,2035,1,0,42,82,76,70,63
3,2498,1,0,42,82,76,70,63
4,2387,1,0,42,82,76,70,63
5,1630,1,0,42,82,76,70,63
6,1551,1,0,42,82,76,70,63
7,2077,1,0,42,82,76,70,63
8,2285,1,0,42,82,76,70,63
9,1863,1,0,42,82,76,70,63
10,1730,1,0,42,82,76,70,63
11,1814,1,0,42,82,76,70,63
12,1436,1,0,42,82,76,70,63
13,1640,1,0,42,82,76,70,63
14,1643,1,0,42,82,76,70,63
15,1839,1,0,42,82,76,70,63
16,1858,1,0,42,82,76,70,63
17,1911,1,0,42,82,76,70,63
18,2018,1,0,42,82,76,70,63
19,1464,1,0,42,82,76,70,63
20,1671,1,0,42,82,76,70,63
22,2646,1,0,42,82,76,70,63
23,1791,1,0,42,82,76,70,63
24,1523,1,0,42,82,76,70,63
25,1352,1,0,42,82,76,70,63
26,2165,1,0,42,82,76,70,63
27,1602,1,0,42,82,76,70,63
28,1482,1,0,42,82,76,70,63
29,1700,1,0,42,82,76,70,63
30,1751,1,0,42,82,76,70,63
31,1533,1,0,42,82,76,70,63
32,1426,1,0,42,82,76,70,63
33,1521,1,0,42,82,76,70,63
34,2172,1,0,42,82,76,70,63
35,2071,1,0,42,82,76,70,63
36,1617,1,0,42,82,76,70,63
37,1415,1,0,42,82,76,70,63
38,1642,1,0,42,82,76,70,63
39,1616,1,0,42,82,76,70,63
40,1855,1,0,42,82,76,70,63
41,1677,1,0,42,82,76,70,63
42,1441,1,0,42,82,76,70,63
43,1515,1,0,42,82,76,70,63
44,1528,1,0,42,82,76,70,63
45,1634,1,0,42,82,76,70,63
46,1560,1,0,42,82,76,70,63
2,353,1,0,32,89,64,85,53
10,365,1,0,32,89,64,85,53
11,484,1,0,32,89,64,85,53
23,374,1,0,32,89,64,85,53
30,319,1,0,32,89,64,85,53
34,256,0,0,32,89,64,85,53
42,420,1,0,32,89,64,85,53
46,589,1,0,32,89,64,85,53
52,359,1,0,32,89,64,85,53
54,824,1,0,32,89,64,85,53
57,660,1,0,32,89,64,85,53
60,412,1,0,32,89,64,85,53
61,608,1,0,32,89,64,85,53
67,317,1,0,32,89,64,85,53
69,346,1,0,32,89,64,85,53
84,306,1,0,32,89,64,85,53
93,410,1,0,32,89,64,85,53
113,492,1,0,32,89,64,85,53
132,606,1,0,32,89,64,85,53
133,843,1,0,32,89,64,85,53
146,433,1,0,32,89,64,85,53
150,628,1,0,32,89,64,85,53
151,523,1,0,32,89,64,85,53
153,393,1,0,32,89,64,85,53
158,375,1,0,32,89,64,85,53
161,328,1,0,32,89,64,85,53
166,884,1,0,32,89,64,85,53
168,345,1,0,32,89,64,85,53
176,519,1,0,32,89,64,85,53
180,354,1,0,32,89,64,85,53
182,305,1,0,32,89,64,85,53
184,298,1,0,32,89,64,85,53
187,516,1,0,32,89,64,85,53
196,921,1,0,32,89,64,85,53
205,356,1,0,32,89,64,85,53
206,852,1,0,32,89,64,85,53
212,984,1,0,32,89,64,85,53
223,401,1,0,32,89,64,85,53
224,440,1,0,32,89,64,85,53
228,439,1,0,32,89,64,85,53
234,513,1,0,32,89,64,85,53
239,330,1,0,32,89,64,85,53
240,308,1,0,32,89,64,85,53
241,394,1,0,32,89,64,85,53
254,459,1,0,32,89,64,85,53
257,985,1,0,32,89,64,85,53
258,590,1,0,32,89,64,85,53
265,330,1,0,32,89,64,85,53
268,295,1,0,32,89,64,85,53
274,306,1,0,32,89,64,85,53
282,490,1,0,32,89,64,85,53
288,467,1,0,32,89,64,85,53
295,479,1,0,32,89,64,85,53
297,303,1,0,32,89,64,85,53
1,572,1,0,32,89,64,85,53
7,283,1,0,32,89,64,85,53
9,588,0,0,32,89,64,85,53
10,981,0,0,32,89,64,85,53
11,951,0,0,32,89,64,85,53
12,882,0,0,32,89,64,85,53
13,678,0,0,32,89,64,85,53
14,765,0,0,32,89,64,85,53
16,932,0,0,32,89,64,85,53
17,844,0,0,32,89,64,85,53
18,53,0,0,32,89,64,85,53
41,329,1,0,32,89,64,85,53
51,329,1,0,32,89,64,85,53
57,329,1,0,32,89,64,85,53
77,319,1,0,32,89,64,85,53
79,320,1,0,32,89,64,85,53
99,292,1,0,32,89,64,85,53
103,332,1,0,32,89,64,85,53
115,321,1,0,32,89,64,85,53
123,317,1,0,32,89,64,85,53
129,292,1,0,32,89,64,85,53
133,308,1,0,32,89,64,85,53
141,311,1,0,32,89,64,85,53
142,880,0,0,32,89,64,85,53
151,313,1,0,32,89,64,85,53
152,527,0,0,32,89,64,85,53
153,412,0,0,32,89,64,85,53
155,306,1,0,32,89,64,85,53
157,310,1,0,32,89,64,85,53
167,327,1,0,32,89,64,85,53
171,344,1,0,32,89,64,85,53
175,355,1,0,32,89,64,85,53
177,290,1,0,32,89,64,85,53
189,328,1,0,32,89,64,85,53
199,321,1,0,32,89,64,85,53
217,306,1,0,32,89,64,85,53
245,352,1,0,32,89,64,85,53
261,302,1,0,32,89,64,85,53
264,450,0,0,32,89,64,85,53
267,498,1,0,32,89,64,85,53
269,712,1,0,32,89,64,85,53
273,312,1,0,32,89,64,85,53
277,298,1,0,32,89,64,85,53
278,601,0,0,32,89,64,85,53
285,391,1,0,32,89,64,85,53
287,263,1,0,32,89,64,85,53
290,518,0,0,32,89,64,85,53
291,837,1,0,32,89,64,85,53
293,355,1,0,32,89,64,85,53
299,306,1,0,32,89,64,85,53
0,1870,0,2,32,89,64,85,53
1,633,0,0,32,89,64,85,53
2,911,0,3,32,89,64,85,53
3,747,0,3,32,89,64,85,53
4,1371,0,0,32,89,64,85,53
5,1128,0,1,32,89,64,85,53
6,1454,0,1,32,89,64,85,53
7,661,0,0,32,89,64,85,53
8,724,0,3,32,89,64,85,53
9,546,0,3,32,89,64,85,53
10,550,0,3,32,89,64,85,53
11,816,0,2,32,89,64,85,53
12,557,0,0,32,89,64,85,53
13,1497,0,0,32,89,64,85,53
14,2044,0,0,32,89,64,85,53
15,446,0,0,32,89,64,85,53
16,1038,0,0,32,89,64,85,53
0,2544,1,0,32,89,64,85,53
1,1964,1,0,32,89,64,85,53
2,1600,1,0,32,89,64,85,53
3,1701,1,0,32,89,64,85,53
4,1572,1,0,32,89,64,85,53
5,1565,1,0,32,89,64,85,53
6,1524,1,0,32,89,64,85,53
7,1496,1,0,32,89,64,85,53
8,1353,1,0,32,89,64,85,53
9,1501,1,0,32,89,64,85,53
10,1361,1,0,32,89,64,85,53
11,1520,1,0,32,89,64,85,53
12,1367,1,0,32,89,64,85,53
13,1682,1,0,32,89,64,85,53
14,1321,1,0,32,89,64,85,53
15,1531,1,0,32,89,64,85,53
16,1276,1,0,32,89,64,85,53
17,1313,1,0,32,89,64,85,53
18,1501,1,0,32,89,64,85,53
19,1499,1,0,32,89,64,85,53
20,1776,1,0,32,89,64,85,53
21,1609,1,0,32,89,64,85,53
22,1408,1,0,32,89,64,85,53
23,1464,1,0,32,89,64,85,53
24,1341,1,0,32,89,64,85,53
25,1306,1,0,32,89,64,85,53
26,1470,1,0,32,89,64,85,53
27,1284,1,0,32,89,64,85,53
28,1384,1,0,32,89,64,85,53
29,2533,1,0,32,89,64,85,53
30,1416,1,0,32,89,64,85,53
31,1438,1,0,32,89,64,85,53
32,1358,1,0,32,89,64,85,53
33,1325,1,0,32,89,64,85,53
34,1320,1,0,32,89,64,85,53
35,1636,1,0,32,89,64,85,53
36,1295,1,0,32,89,64,85,53
37,1380,1,0,32,89,64,85,53
38,1368,1,0,32,89,64,85,53
39,1610,1,0,32,89,64,85,53
40,1402,1,0,32,89,64,85,53
41,1426,1,0,32,89,64,85,53
42,1647,1,0,32,89,64,85,53
43,1323,1,0,32,89,64,85,53
44,1281,1,0,32,89,64,85,53
45,1390,1,0,32,89,64,85,53
46,1861,1,0,32,89,64,85,53
3,423,1,0,33,60,56,60,47
5,414,1,0,33,60,56,60,47
6,449,1,0,33,60,56,60,47
7,260,0,0,33,60,56,60,47
12,407,1,0,33,60,56,60,47
14,442,1,0,33,60,56,60,47
15,424,1,0,33,60,56,60,47
21,411,1,0,33,60,56,60,47
24,491,1,0,33,60,56,60,47
50,341,1,0,33,60,56,60,47
57,406,1,0,33,60,56,60,47
61,354,1,0,33,60,56,60,47
64,331,1,0,33,60,56,60,47
84,338,1,0,33,60,56,60,47
89,363,1,0,33,60,56,60,47
94,329,1,0,33,60,56,60,47
97,394,1,0,33,60,56,60,47
111,424,1,0,33,60,56,60,47
115,394,1,0,33,60,56,60,47
123,498,1,0,33,60,56,60,47
127,431,1,0,33,60,56,60,47
133,349,1,0,33,60,56,60,47
142,370,1,0,33,60,56,60,47
149,322,1,0,33,60,56,60,47
152,352,1,0,33,60,56,60,47
157,349,1,0,33,60,56,60,47
159,437,1,0,33,60,56,60,47
160,437,1,0,33,60,56,60,47
165,367,1,0,33,60,56,60,47
168,364,1,0,33,60,56,60,47
175,363,1,0,33,60,56,60,47
178,321,1,0,33,60,56,60,47
187,439,1,0,33,60,56,60,47
188,425,1,0,33,60,56,60,47
189,302,1,0,33,60,56,60,47
190,309,1,0,33,60,56,60,47
191,310,1,0,33,60,56,60,47
199,445,1,0,33,60,56,60,47
205,454,1,0,33,60,56,60,47
214,391,1,0,33,60,56,60,47
217,413,1,0,33,60,56,60,47
225,428,1,0,33,60,56,60,47
233,374,1,0,33,60,56,60,47
234,369,1,0,33,60,56,60,47
239,428,1,0,33,60,56,60,47
251,376,1,0,33,60,56,60,47
252,373,1,0,33,60,56,60,47
255,370,1,0,33,60,56,60,47
256,328,1,0,33,60,56,60,47
258,440,1,0,33,60,56,60,47
259,446,1,0,33,60,56,60,47
260,306,1,0,33,60,56,60,47
262,399,1,0,33,60,56,60,47
265,323,1,0,33,60,56,60,47
268,346,1,0,33,60,56,60,47
274,386,1,0,33,60,56,60,47
279,359,1,0,33,60,56,60,47
282,336,1,0,33,60,56,60,47
283,379,1,0,33,60,56,60,47
284,289,1,0,33,60,56,60,47
287,380,1,0,33,60,56,60,47
295,369,1,0,33,60,56,60,47
296,335,1,0,33,60,56,60,47
297,287,1,0,33,60,56,60,47
299,361,1,0,33,60,56,60,47
11,309,1,0,33,60,56,60,47
17,393,1,0,33,60,56,60,47
19,523,0,0,33,60,56,60,47
25,435,1,0,33,60,56,60,47
47,313,1,0,33,60,56,60,47
51,353,1,0,33,60,56,60,47
69,294,1,0,33,60,56,60,47
77,289,1,0,33,60,56,60,47
87,338,1,0,33,60,56,60,47
103,290,1,0,33,60,56,60,47
105,294,1,0,33,60,56,60,47
107,361,1,0,33,60,56,60,47
111,367,1,0,33,60,56,60,47
113,298,1,0,33,60,56,60,47
115,402,1,0,33,60,56,60,47
119,314,1,0,33,60,56,60,47
137,329,1,0,33,60,56,60,47
145,313,1,0,33,60,56,60,47
155,332,1,0,33,60,56,60,47
159,326,1,0,33,60,56,60,47
161,351,1,0,33,60,56,60,47
169,333,1,0,33,60,56,60,47
187,355,1,0,33,60,56,60,47
191,340,1,0,33,60,56,60,47
203,314,1,0,33,60,56,60,47
211,436,1,0,33,60,56,60,47
219,283,1,0,33,60,56,60,47
233,343,1,0,33,60,56,60,47
237,315,1,0,33,60,56,60,47
243,353,1,0,33,60,56,60,47
247,347,1,0,33,60,56,60,47
253,362,1,0,33,60,56,60,47
281,343,1,0,33,60,56,60,47
285,320,1,0,33,60,56,60,47
289,322,1,0,33,60,56,60,47
291,376,1,0,33,60,56,60,47
293,329,1,0,33,60,56,60,47
295,326,1,0,33,60,56,60,47
297,357,1,0,33,60,56,60,47
299,355,1,0,33,60,56,60,47
0,1599,0,0,33,60,56,60,47
1,1067,0,3,33,60,56,60,47
2,572,0,3,33,60,56,60,47
3,1392,0,0,33,60,56,60,47
4,2157,0,3,33,60,56,60,47
5,541,0,0,33,60,56,60,47
6,939,0,3,33,60,56,60,47
7,567,0,0,33,60,56,60,47
8,482,0,0,33,60,56,60,47
9,2085,0,0,33,60,56,60,47
10,418,0,0,33,60,56,60,47
11,575,0,2,33,60,56,60,47
12,383,0,0,33,60,56,60,47
13,895,0,0,33,60,56,60,47
14,2459,0,0,33,60,56,60,47
15,736,0,0,33,60,56,60,47
16,459,0,0,33,60,56,60,47
17,1121,0,0,33,60,56,60,47
18,451,0,0,33,60,56,60,47
19,476,0,0,33,60,56,60,47
20,354,0,0,33,60,56,60,47
1,1815,1,0,33,60,56,60,47
2,1527,1,0,33,60,56,60,47
3,1541,1,0,33,60,56,60,47
4,1488,1,0,33,60,56,60,47
5,1602,1,0,33,60,56,60,47
6,1403,1,0,33,60,56,60,47
7,1401,1,0,33,60,56,60,47
8,1477,1,0,33,60,56,60,47
9,1526,1,0,33,60,56,60,47
10,1387,1,0,33,60,56,60,47
11,1571,1,0,33,60,56,60,47
12,1550,1,0,33,60,56,60,47
13,1648,1,0,33,60,56,60,47
14,1486,1,0,33,60,56,60,47
15,1582,1,0,33,60,56,60,47
16,1351,1,0,33,60,56,60,47
17,1517,1,0,33,60,56,60,47
18,1402,1,0,33,60,56,60,47
19,1554,1,0,33,60,56,60,47
20,1712,1,0,33,60,56,60,47
21,1294,1,0,33,60,56,60,47
22,1446,1,0,33,60,56,60,47
23,1386,1,0,33,60,56,60,47
24,1441,1,0,33,60,56,60,47
25,1436,1,0,33,60,56,60,47
26,1439,1,0,33,60,56,60,47
27,1401,1,0,33,60,56,60,47
28,1353,1,0,33,60,56,60,47
29,1413,1,0,33,60,56,60,47
30,1616,1,0,33,60,56,60,47
31,1446,1,0,33,60,56,60,47
32,1405,1,0,33,60,56,60,47
33,1405,1,0,33,60,56,60,47
34,1534,1,0,33,60,56,60,47
35,1589,1,0,33,60,56,60,47
36,1426,1,0,33,60,56,60,47
37,1332,1,0,33,60,56,60,47
38,1415,1,0,33,60,56,60,47
39,1560,1,0,33,60,56,60,47
40,1538,1,0,33,60,56,60,47
41,1462,1,0,33,60,56,60,47
42,1417,1,0,33,60,56,60,47
43,1324,1,0,33,60,56,60,47
44,1489,1,0,33,60,56,60,47
45,1587,1,0,33,60,56,60,47
46,1709,1,0,33,60,56,60,47
9,427,1,0,38,84,71,80,60
21,427,1,0,38,84,71,80,60
29,434,1,0,38,84,71,80,60
35,395,1,0,38,84,71,80,60
38,456,1,0,38,84,71,80,60
40,400,1,0,38,84,71,80,60
42,429,1,0,38,84,71,80,60
43,620,1,0,38,84,71,80,60
46,367,1,0,38,84,71,80,60
47,445,1,0,38,84,71,80,60
49,384,1,0,38,84,71,80,60
52,372,1,0,38,84,71,80,60
54,382,1,0,38,84,71,80,60
61,461,1,0,38,84,71,80,60
62,514,1,0,38,84,71,80,60
64,380,1,0,38,84,71,80,60
67,388,1,0,38,84,71,80,60
78,479,1,0,38,84,71,80,60
81,393,1,0,38,84,71,80,60
82,442,1,0,38,84,71,80,60
93,387,1,0,38,84,71,80,60
102,353,0,0,38,84,71,80,60
103,429,1,0,38,84,71,80,60
105,394,1,0,38,84,71,80,60
107,374,1,0,38,84,71,80,60
108,371,1,0,38,84,71,80,60
109,364,1,0,38,84,71,80,60
112,349,1,0,38,84,71,80,60
116,379,1,0,38,84,71,80,60
118,366,1,0,38,84,71,80,60
145,363,1,0,38,84,71,80,60
148,408,1,0,38,84,71,80,60
153,366,1,0,38,84,71,80,60
154,508,1,0,38,84,71,80,60
155,371,1,0,38,84,71,80,60
156,318,1,0,38,84,71,80,60
171,406,1,0,38,84,71,80,60
192,485,1,0,38,84,71,80,60
198,391,1,0,38,84,71,80,60
202,443,1,0,38,84,71,80,60
204,376,1,0,38,84,71,80,60
205,389,1,0,38,84,71,80,60
206,362,1,0,38,84,71,80,60
208,393,1,0,38,84,71,80,60
212,380,1,0,38,84,71,80,60
213,382,1,0,38,84,71,80,60
218,521,1,0,38,84,71,80,60
222,394,1,0,38,84,71,80,60
223,351,1,0,38,84,71,80,60
228,404,1,0,38,84,71,80,60
234,352,1,0,38,84,71,80,60
237,386,1,0,38,84,71,80,60
239,354,1,0,38,84,71,80,60
245,370,1,0,38,84,71,80,60
260,439,1,0,38,84,71,80,60
264,350,1,0,38,84,71,80,60
265,372,1,0,38,84,71,80,60
277,360,1,0,38,84,71,80,60
282,338,1,0,38,84,71,80,60
284,469,1,0,38,84,71,80,60
294,413,1,0,38,84,71,80,60
298,367,1,0,38,84,71,80,60
9,427,1,0,38,84,71,80,60
21,427,1,0,38,84,71,80,60
29,434,1,0,38,84,71,80,60
35,395,1,0,38,84,71,80,60
38,456,1,0,38,84,71,80,60
40,400,1,0,38,84,71,80,60
42,429,1,0,38,84,71,80,60
43,620,1,0,38,84,71,80,60
46,367,1,0,38,84,71,80,60
47,445,1,0,38,84,71,80,60
49,384,1,0,38,84,71,80,60
52,372,1,0,38,84,71,80,60
54,382,1,0,38,84,71,80,60
61,461,1,0,38,84,71,80,60
62,514,1,0,38,84,71,80,60
64,380,1,0,38,84,71,80,60
67,388,1,0,38,84,71,80,60
78,479,1,0,38,84,71,80,60
81,393,1,0,38,84,71,80,60
82,442,1,0,38,84,71,80,60
93,387,1,0,38,84,71,80,60
102,353,0,0,38,84,71,80,60
103,429,1,0,38,84,71,80,60
105,394,1,0,38,84,71,80,60
107,374,1,0,38,84,71,80,60
108,371,1,0,38,84,71,80,60
109,364,1,0,38,84,71,80,60
112,349,1,0,38,84,71,80,60
116,379,1,0,38,84,71,80,60
118,366,1,0,38,84,71,80,60
145,363,1,0,38,84,71,80,60
148,408,1,0,38,84,71,80,60
153,366,1,0,38,84,71,80,60
154,508,1,0,38,84,71,80,60
155,371,1,0,38,84,71,80,60
156,318,1,0,38,84,71,80,60
171,406,1,0,38,84,71,80,60
192,485,1,0,38,84,71,80,60
198,391,1,0,38,84,71,80,60
202,443,1,0,38,84,71,80,60
204,376,1,0,38,84,71,80,60
205,389,1,0,38,84,71,80,60
206,362,1,0,38,84,71,80,60
208,393,1,0,38,84,71,80,60
212,380,1,0,38,84,71,80,60
213,382,1,0,38,84,71,80,60
218,521,1,0,38,84,71,80,60
222,394,1,0,38,84,71,80,60
223,351,1,0,38,84,71,80,60
228,404,1,0,38,84,71,80,60
234,352,1,0,38,84,71,80,60
237,386,1,0,38,84,71,80,60
239,354,1,0,38,84,71,80,60
245,370,1,0,38,84,71,80,60
260,439,1,0,38,84,71,80,60
264,350,1,0,38,84,71,80,60
265,372,1,0,38,84,71,80,60
277,360,1,0,38,84,71,80,60
282,338,1,0,38,84,71,80,60
284,469,1,0,38,84,71,80,60
294,413,1,0,38,84,71,80,60
298,367,1,0,38,84,71,80,60
11,422,1,0,38,84,71,80,60
17,486,1,0,38,84,71,80,60
23,442,1,0,38,84,71,80,60
27,452,1,0,38,84,71,80,60
31,424,1,0,38,84,71,80,60
45,425,1,0,38,84,71,80,60
51,418,1,0,38,84,71,80,60
55,365,1,0,38,84,71,80,60
67,390,1,0,38,84,71,80,60
71,462,1,0,38,84,71,80,60
73,596,1,0,38,84,71,80,60
89,377,1,0,38,84,71,80,60
93,373,1,0,38,84,71,80,60
97,466,1,0,38,84,71,80,60
101,635,1,0,38,84,71,80,60
