index,reaccion,correct,error,anger,sensation,emotional,sociability,motivacion
14,891,0,3,32,51,58,45,43
15,641,0,3,32,51,58,45,43
16,555,0,0,32,51,58,45,43
17,609,0,0,32,51,58,45,43
18,488,0,0,32,51,58,45,43
19,571,0,0,32,51,58,45,43
20,577,0,0,32,51,58,45,43
0,1884,1,0,32,51,58,45,43
1,1719,1,0,32,51,58,45,43
2,1415,1,0,32,51,58,45,43
3,1348,1,0,32,51,58,45,43
4,1432,1,0,32,51,58,45,43
5,1278,1,0,32,51,58,45,43
6,1683,1,0,32,51,58,45,43
7,1336,1,0,32,51,58,45,43
8,1423,1,0,32,51,58,45,43
9,1391,1,0,32,51,58,45,43
10,1472,1,0,32,51,58,45,43
11,1371,1,0,32,51,58,45,43
12,1287,1,0,32,51,58,45,43
13,1475,1,0,32,51,58,45,43
14,1396,1,0,32,51,58,45,43
15,1380,1,0,32,51,58,45,43
16,1459,1,0,32,51,58,45,43
17,1401,1,0,32,51,58,45,43
18,1365,1,0,32,51,58,45,43
19,1616,1,0,32,51,58,45,43
20,1267,1,0,32,51,58,45,43
21,1335,1,0,32,51,58,45,43
22,1329,1,0,32,51,58,45,43
23,1371,1,0,32,51,58,45,43
24,1454,1,0,32,51,58,45,43
25,1306,1,0,32,51,58,45,43
26,1292,1,0,32,51,58,45,43
27,1313,1,0,32,51,58,45,43
28,1346,1,0,32,51,58,45,43
29,1346,1,0,32,51,58,45,43
30,1316,1,0,32,51,58,45,43
31,1241,1,0,32,51,58,45,43
32,1352,1,0,32,51,58,45,43
33,1378,1,0,32,51,58,45,43
34,1340,1,0,32,51,58,45,43
35,1336,1,0,32,51,58,45,43
36,1282,1,0,32,51,58,45,43
37,1253,1,0,32,51,58,45,43
38,1295,1,0,32,51,58,45,43
39,1345,1,0,32,51,58,45,43
40,1298,1,0,32,51,58,45,43
41,1307,1,0,32,51,58,45,43
42,1354,1,0,32,51,58,45,43
43,1343,1,0,32,51,58,45,43
44,1302,1,0,32,51,58,45,43
45,1364,1,0,32,51,58,45,43
46,1227,1,0,32,51,58,45,43
44,985,0,0,33,76,33,75,40
1,547,0,0,33,76,33,75,40
5,498,1,0,33,76,33,75,40
19,491,1,0,33,76,33,75,40
21,409,1,0,33,76,33,75,40
23,416,1,0,33,76,33,75,40
33,369,1,0,33,76,33,75,40
40,500,0,0,33,76,33,75,40
52,385,0,0,33,76,33,75,40
54,618,0,0,33,76,33,75,40
79,530,1,0,33,76,33,75,40
89,510,1,0,33,76,33,75,40
107,532,0,0,33,76,33,75,40
117,534,1,0,33,76,33,75,40
119,626,1,0,33,76,33,75,40
149,831,1,0,33,76,33,75,40
193,493,1,0,33,76,33,75,40
197,463,1,0,33,76,33,75,40
223,396,1,0,33,76,33,75,40
227,401,1,0,33,76,33,75,40
245,456,1,0,33,76,33,75,40
257,344,1,0,33,76,33,75,40
261,415,1,0,33,76,33,75,40
275,369,1,0,33,76,33,75,40
285,342,1,0,33,76,33,75,40
299,544,1,0,33,76,33,75,40
0,4534,0,0,33,76,33,75,40
1,685,0,1,33,76,33,75,40
2,489,0,0,33,76,33,75,40
3,860,0,0,33,76,33,75,40
4,450,0,0,33,76,33,75,40
5,327,0,0,33,76,33,75,40
6,738,0,0,33,76,33,75,40
7,282,0,0,33,76,33,75,40
0,2933,1,0,33,76,33,75,40
1,1763,1,0,33,76,33,75,40
2,1621,1,0,33,76,33,75,40
3,1592,1,0,33,76,33,75,40
4,2011,1,0,33,76,33,75,40
5,1607,1,0,33,76,33,75,40
6,1603,1,0,33,76,33,75,40
7,1683,1,0,33,76,33,75,40
8,1468,1,0,33,76,33,75,40
9,1480,1,0,33,76,33,75,40
10,1363,1,0,33,76,33,75,40
11,1393,1,0,33,76,33,75,40
12,1338,1,0,33,76,33,75,40
13,1449,1,0,33,76,33,75,40
14,1285,1,0,33,76,33,75,40
15,1256,1,0,33,76,33,75,40
16,1335,1,0,33,76,33,75,40
17,1306,1,0,33,76,33,75,40
18,1265,1,0,33,76,33,75,40
19,1436,1,0,33,76,33,75,40
20,1281,1,0,33,76,33,75,40
21,1594,1,0,33,76,33,75,40
22,1286,1,0,33,76,33,75,40
23,1320,1,0,33,76,33,75,40
24,1310,1,0,33,76,33,75,40
25,1310,1,0,33,76,33,75,40
26,1301,1,0,33,76,33,75,40
27,1307,1,0,33,76,33,75,40
28,1271,1,0,33,76,33,75,40
29,1316,1,0,33,76,33,75,40
30,1256,1,0,33,76,33,75,40
31,1220,1,0,33,76,33,75,40
32,1290,1,0,33,76,33,75,40
33,1370,1,0,33,76,33,75,40
34,1307,1,0,33,76,33,75,40
35,1298,1,0,33,76,33,75,40
36,1492,1,0,33,76,33,75,40
37,1310,1,0,33,76,33,75,40
38,1285,1,0,33,76,33,75,40
39,1177,1,0,33,76,33,75,40
40,1262,1,0,33,76,33,75,40
41,1269,1,0,33,76,33,75,40
42,1265,1,0,33,76,33,75,40
43,1225,1,0,33,76,33,75,40
44,1250,1,0,33,76,33,75,40
45,1304,1,0,33,76,33,75,40
46,1208,1,0,33,76,33,75,40
1,499,1,0,40,60,69,50,60
11,378,1,0,40,60,69,50,60
17,412,1,0,40,60,69,50,60
21,436,1,0,40,60,69,50,60
30,382,1,0,40,60,69,50,60
43,404,1,0,40,60,69,50,60
50,372,1,0,40,60,69,50,60
53,322,1,0,40,60,69,50,60
54,575,1,0,40,60,69,50,60
55,287,1,0,40,60,69,50,60
57,323,1,0,40,60,69,50,60
70,379,1,0,40,60,69,50,60
79,387,1,0,40,60,69,50,60
80,450,1,0,40,60,69,50,60
87,408,1,0,40,60,69,50,60
88,278,1,0,40,60,69,50,60
97,312,1,0,40,60,69,50,60
98,275,1,0,40,60,69,50,60
106,425,1,0,40,60,69,50,60
107,269,1,0,40,60,69,50,60
112,392,1,0,40,60,69,50,60
118,307,1,0,40,60,69,50,60
125,435,1,0,40,60,69,50,60
132,356,1,0,40,60,69,50,60
134,657,1,0,40,60,69,50,60
141,338,1,0,40,60,69,50,60
143,349,1,0,40,60,69,50,60
145,307,1,0,40,60,69,50,60
146,411,1,0,40,60,69,50,60
153,313,1,0,40,60,69,50,60
157,327,1,0,40,60,69,50,60
182,318,1,0,40,60,69,50,60
192,369,1,0,40,60,69,50,60
193,291,1,0,40,60,69,50,60
195,303,1,0,40,60,69,50,60
197,343,0,0,40,60,69,50,60
207,300,1,0,40,60,69,50,60
208,278,1,0,40,60,69,50,60
211,431,1,0,40,60,69,50,60
212,299,1,0,40,60,69,50,60
221,384,1,0,40,60,69,50,60
222,304,1,0,40,60,69,50,60
226,414,1,0,40,60,69,50,60
231,389,1,0,40,60,69,50,60
239,407,1,0,40,60,69,50,60
240,288,1,0,40,60,69,50,60
243,389,1,0,40,60,69,50,60
245,315,1,0,40,60,69,50,60
272,349,1,0,40,60,69,50,60
274,316,1,0,40,60,69,50,60
278,727,0,0,40,60,69,50,60
282,371,1,0,40,60,69,50,60
285,294,1,0,40,60,69,50,60
286,293,1,0,40,60,69,50,60
289,417,1,0,40,60,69,50,60
296,410,1,0,40,60,69,50,60
3,556,0,0,40,60,69,50,60
9,397,0,0,40,60,69,50,60
13,491,0,0,40,60,69,50,60
17,586,0,0,40,60,69,50,60
21,295,1,0,40,60,69,50,60
31,450,1,0,40,60,69,50,60
33,291,0,0,40,60,69,50,60
34,290,0,0,40,60,69,50,60
35,469,1,0,40,60,69,50,60
37,308,0,0,40,60,69,50,60
41,389,0,0,40,60,69,50,60
46,96,0,0,40,60,69,50,60
53,346,0,0,40,60,69,50,60
55,538,0,0,40,60,69,50,60
58,190,0,0,40,60,69,50,60
60,253,0,0,40,60,69,50,60
62,282,0,0,40,60,69,50,60
67,488,0,0,40,60,69,50,60
68,503,0,0,40,60,69,50,60
69,359,1,0,40,60,69,50,60
70,484,0,0,40,60,69,50,60
75,362,1,0,40,60,69,50,60
76,503,0,0,40,60,69,50,60
77,400,1,0,40,60,69,50,60
83,398,0,0,40,60,69,50,60
87,326,1,0,40,60,69,50,60
91,317,0,0,40,60,69,50,60
93,262,0,0,40,60,69,50,60
97,430,0,0,40,60,69,50,60
103,468,1,0,40,60,69,50,60
105,293,0,0,40,60,69,50,60
107,391,1,0,40,60,69,50,60
117,374,1,0,40,60,69,50,60
129,276,1,0,40,60,69,50,60
133,381,1,0,40,60,69,50,60
135,475,1,0,40,60,69,50,60
149,277,1,0,40,60,69,50,60
157,285,1,0,40,60,69,50,60
159,264,1,0,40,60,69,50,60
169,289,1,0,40,60,69,50,60
171,234,1,0,40,60,69,50,60
173,284,1,0,40,60,69,50,60
177,296,1,0,40,60,69,50,60
181,264,1,0,40,60,69,50,60
183,231,1,0,40,60,69,50,60
187,283,1,0,40,60,69,50,60
195,245,1,0,40,60,69,50,60
201,265,1,0,40,60,69,50,60
215,270,1,0,40,60,69,50,60
219,258,1,0,40,60,69,50,60
235,280,1,0,40,60,69,50,60
243,261,1,0,40,60,69,50,60
245,248,1,0,40,60,69,50,60
259,295,1,0,40,60,69,50,60
261,286,1,0,40,60,69,50,60
263,252,1,0,40,60,69,50,60
285,245,1,0,40,60,69,50,60
3,556,0,0,40,60,69,50,60
9,397,0,0,40,60,69,50,60
13,491,0,0,40,60,69,50,60
17,586,0,0,40,60,69,50,60
21,295,1,0,40,60,69,50,60
31,450,1,0,40,60,69,50,60
33,291,0,0,40,60,69,50,60
34,290,0,0,40,60,69,50,60
35,469,1,0,40,60,69,50,60
37,308,0,0,40,60,69,50,60
41,389,0,0,40,60,69,50,60
46,96,0,0,40,60,69,50,60
53,346,0,0,40,60,69,50,60
55,538,0,0,40,60,69,50,60
58,190,0,0,40,60,69,50,60
60,253,0,0,40,60,69,50,60
62,282,0,0,40,60,69,50,60
67,488,0,0,40,60,69,50,60
68,503,0,0,40,60,69,50,60
69,359,1,0,40,60,69,50,60
70,484,0,0,40,60,69,50,60
75,362,1,0,40,60,69,50,60
76,503,0,0,40,60,69,50,60
77,400,1,0,40,60,69,50,60
83,398,0,0,40,60,69,50,60
87,326,1,0,40,60,69,50,60
91,317,0,0,40,60,69,50,60
93,262,0,0,40,60,69,50,60
97,430,0,0,40,60,69,50,60
103,468,1,0,40,60,69,50,60
105,293,0,0,40,60,69,50,60
107,391,1,0,40,60,69,50,60
117,374,1,0,40,60,69,50,60
129,276,1,0,40,60,69,50,60
133,381,1,0,40,60,69,50,60
135,475,1,0,40,60,69,50,60
149,277,1,0,40,60,69,50,60
157,285,1,0,40,60,69,50,60
159,264,1,0,40,60,69,50,60
169,289,1,0,40,60,69,50,60
171,234,1,0,40,60,69,50,60
173,284,1,0,40,60,69,50,60
177,296,1,0,40,60,69,50,60
181,264,1,0,40,60,69,50,60
183,231,1,0,40,60,69,50,60
187,283,1,0,40,60,69,50,60
195,245,1,0,40,60,69,50,60
201,265,1,0,40,60,69,50,60
215,270,1,0,40,60,69,50,60
219,258,1,0,40,60,69,50,60
235,280,1,0,40,60,69,50,60
243,261,1,0,40,60,69,50,60
245,248,1,0,40,60,69,50,60
259,295,1,0,40,60,69,50,60
261,286,1,0,40,60,69,50,60
263,252,1,0,40,60,69,50,60
285,245,1,0,40,60,69,50,60
0,3717,0,0,40,60,69,50,60
1,920,0,0,40,60,69,50,60
2,1129,0,3,40,60,69,50,60
3,1210,0,3,40,60,69,50,60
4,404,0,0,40,60,69,50,60
5,661,0,0,40,60,69,50,60
6,224,0,0,40,60,69,50,60
7,229,0,0,40,60,69,50,60
8,330,0,0,40,60,69,50,60
2,2530,0,0,40,60,69,50,60
3,1831,0,0,40,60,69,50,60
4,2583,1,0,40,60,69,50,60
5,1492,1,0,40,60,69,50,60
6,1649,1,0,40,60,69,50,60
7,1654,1,0,40,60,69,50,60
8,1430,1,0,40,60,69,50,60
9,1690,1,0,40,60,69,50,60
10,1387,1,0,40,60,69,50,60
11,1324,1,0,40,60,69,50,60
12,1579,1,0,40,60,69,50,60
13,1554,1,0,40,60,69,50,60
14,1696,1,0,40,60,69,50,60
15,1485,1,0,40,60,69,50,60
16,1419,1,0,40,60,69,50,60
17,1526,1,0,40,60,69,50,60
18,1517,1,0,40,60,69,50,60
19,1431,1,0,40,60,69,50,60
20,1363,1,0,40,60,69,50,60
21,1311,1,0,40,60,69,50,60
22,1321,1,0,40,60,69,50,60
23,1411,1,0,40,60,69,50,60
24,1508,1,0,40,60,69,50,60
25,1440,1,0,40,60,69,50,60
26,1398,1,0,40,60,69,50,60
27,1375,1,0,40,60,69,50,60
28,1289,1,0,40,60,69,50,60
29,1477,1,0,40,60,69,50,60
30,1537,1,0,40,60,69,50,60
31,1385,1,0,40,60,69,50,60
32,1387,1,0,40,60,69,50,60
33,1328,1,0,40,60,69,50,60
34,1405,1,0,40,60,69,50,60
35,1337,1,0,40,60,69,50,60
36,1373,1,0,40,60,69,50,60
37,1338,1,0,40,60,69,50,60
38,1542,1,0,40,60,69,50,60
39,1626,1,0,40,60,69,50,60
40,1351,1,0,40,60,69,50,60
41,1230,1,0,40,60,69,50,60
42,1329,1,0,40,60,69,50,60
43,1417,1,0,40,60,69,50,60
44,1497,1,0,40,60,69,50,60
45,1253,1,0,40,60,69,50,60
46,1356,1,0,40,60,69,50,60
2,320,0,0,20,84,60,75,40
17,341,1,0,20,84,60,75,40
18,352,1,0,20,84,60,75,40
20,375,1,0,20,84,60,75,40
27,384,1,0,20,84,60,75,40
29,357,1,0,20,84,60,75,40
31,278,1,0,20,84,60,75,40
32,416,1,0,20,84,60,75,40
43,329,1,0,20,84,60,75,40
45,423,1,0,20,84,60,75,40
52,345,1,0,20,84,60,75,40
56,384,1,0,20,84,60,75,40
69,318,1,0,20,84,60,75,40
71,362,1,0,20,84,60,75,40
73,288,1,0,20,84,60,75,40
76,402,1,0,20,84,60,75,40
77,308,1,0,20,84,60,75,40
78,246,1,0,20,84,60,75,40
80,451,1,0,20,84,60,75,40
87,336,1,0,20,84,60,75,40
94,422,1,0,20,84,60,75,40
112,321,1,0,20,84,60,75,40
119,338,1,0,20,84,60,75,40
120,394,1,0,20,84,60,75,40
121,269,0,0,20,84,60,75,40
131,391,1,0,20,84,60,75,40
135,401,1,0,20,84,60,75,40
136,337,1,0,20,84,60,75,40
140,459,1,0,20,84,60,75,40
141,337,1,0,20,84,60,75,40
153,381,1,0,20,84,60,75,40
166,360,1,0,20,84,60,75,40
169,521,1,0,20,84,60,75,40
180,529,1,0,20,84,60,75,40
184,493,1,0,20,84,60,75,40
195,361,1,0,20,84,60,75,40
199,411,1,0,20,84,60,75,40
202,363,1,0,20,84,60,75,40
203,347,1,0,20,84,60,75,40
204,345,1,0,20,84,60,75,40
217,337,1,0,20,84,60,75,40
218,295,1,0,20,84,60,75,40
223,387,1,0,20,84,60,75,40
227,476,1,0,20,84,60,75,40
230,412,1,0,20,84,60,75,40
232,376,1,0,20,84,60,75,40
236,358,1,0,20,84,60,75,40
257,358,1,0,20,84,60,75,40
265,368,1,0,20,84,60,75,40
273,494,1,0,20,84,60,75,40
276,353,1,0,20,84,60,75,40
281,342,1,0,20,84,60,75,40
285,385,1,0,20,84,60,75,40
289,390,1,0,20,84,60,75,40
294,296,1,0,20,84,60,75,40
295,373,1,0,20,84,60,75,40
296,296,1,0,20,84,60,75,40
297,319,1,0,20,84,60,75,40
299,381,1,0,20,84,60,75,40
2,320,0,0,20,84,60,75,40
17,341,1,0,20,84,60,75,40
18,352,1,0,20,84,60,75,40
20,375,1,0,20,84,60,75,40
27,384,1,0,20,84,60,75,40
29,357,1,0,20,84,60,75,40
31,278,1,0,20,84,60,75,40
32,416,1,0,20,84,60,75,40
43,329,1,0,20,84,60,75,40
45,423,1,0,20,84,60,75,40
52,345,1,0,20,84,60,75,40
56,384,1,0,20,84,60,75,40
69,318,1,0,20,84,60,75,40
71,362,1,0,20,84,60,75,40
73,288,1,0,20,84,60,75,40
76,402,1,0,20,84,60,75,40
77,308,1,0,20,84,60,75,40
78,246,1,0,20,84,60,75,40
80,451,1,0,20,84,60,75,40
87,336,1,0,20,84,60,75,40
94,422,1,0,20,84,60,75,40
112,321,1,0,20,84,60,75,40
119,338,1,0,20,84,60,75,40
120,394,1,0,20,84,60,75,40
121,269,0,0,20,84,60,75,40
131,391,1,0,20,84,60,75,40
135,401,1,0,20,84,60,75,40
136,337,1,0,20,84,60,75,40
140,459,1,0,20,84,60,75,40
141,337,1,0,20,84,60,75,40
153,381,1,0,20,84,60,75,40
166,360,1,0,20,84,60,75,40
169,521,1,0,20,84,60,75,40
180,529,1,0,20,84,60,75,40
184,493,1,0,20,84,60,75,40
195,361,1,0,20,84,60,75,40
199,411,1,0,20,84,60,75,40
202,363,1,0,20,84,60,75,40
203,347,1,0,20,84,60,75,40
204,345,1,0,20,84,60,75,40
217,337,1,0,20,84,60,75,40
218,295,1,0,20,84,60,75,40
223,387,1,0,20,84,60,75,40
227,476,1,0,20,84,60,75,40
230,412,1,0,20,84,60,75,40
232,376,1,0,20,84,60,75,40
236,358,1,0,20,84,60,75,40
257,358,1,0,20,84,60,75,40
265,368,1,0,20,84,60,75,40
273,494,1,0,20,84,60,75,40
276,353,1,0,20,84,60,75,40
281,342,1,0,20,84,60,75,40
285,385,1,0,20,84,60,75,40
289,390,1,0,20,84,60,75,40
294,296,1,0,20,84,60,75,40
295,373,1,0,20,84,60,75,40
296,296,1,0,20,84,60,75,40
297,319,1,0,20,84,60,75,40
299,381,1,0,20,84,60,75,40
6,795,0,0,20,84,60,75,40
9,362,1,0,20,84,60,75,40
19,283,1,0,20,84,60,75,40
25,330,1,0,20,84,60,75,40
29,310,1,0,20,84,60,75,40
31,343,1,0,20,84,60,75,40
43,269,1,0,20,84,60,75,40
45,301,1,0,20,84,60,75,40
51,313,1,0,20,84,60,75,40
53,328,1,0,20,84,60,75,40
67,311,1,0,20,84,60,75,40
71,294,1,0,20,84,60,75,40
77,266,1,0,20,84,60,75,40
99,248,1,0,20,84,60,75,40
105,279,1,0,20,84,60,75,40
121,421,1,0,20,84,60,75,40
135,262,1,0,20,84,60,75,40
137,295,1,0,20,84,60,75,40
143,272,1,0,20,84,60,75,40
145,358,1,0,20,84,60,75,40
147,362,1,0,20,84,60,75,40
149,344,1,0,20,84,60,75,40
153,327,1,0,20,84,60,75,40
169,257,1,0,20,84,60,75,40
173,302,1,0,20,84,60,75,40
177,276,1,0,20,84,60,75,40
195,293,1,0,20,84,60,75,40
201,326,1,0,20,84,60,75,40
213,353,1,0,20,84,60,75,40
215,635,1,0,20,84,60,75,40
223,280,1,0,20,84,60,75,40
251,291,1,0,20,84,60,75,40
257,268,1,0,20,84,60,75,40
259,280,1,0,20,84,60,75,40
261,230,1,0,20,84,60,75,40
263,271,1,0,20,84,60,75,40
297,308,1,0,20,84,60,75,40
299,274,1,0,20,84,60,75,40
6,795,0,0,20,84,60,75,40
9,362,1,0,20,84,60,75,40
19,283,1,0,20,84,60,75,40
25,330,1,0,20,84,60,75,40
29,310,1,0,20,84,60,75,40
31,343,1,0,20,84,60,75,40
43,269,1,0,20,84,60,75,40
45,301,1,0,20,84,60,75,40
51,313,1,0,20,84,60,75,40
53,328,1,0,20,84,60,75,40
67,311,1,0,20,84,60,75,40
71,294,1,0,20,84,60,75,40
77,266,1,0,20,84,60,75,40
99,248,1,0,20,84,60,75,40
105,279,1,0,20,84,60,75,40
121,421,1,0,20,84,60,75,40
135,262,1,0,20,84,60,75,40
137,295,1,0,20,84,60,75,40
143,272,1,0,20,84,60,75,40
145,358,1,0,20,84,60,75,40
147,362,1,0,20,84,60,75,40
149,344,1,0,20,84,60,75,40
153,327,1,0,20,84,60,75,40
169,257,1,0,20,84,60,75,40
173,302,1,0,20,84,60,75,40
177,276,1,0,20,84,60,75,40
195,293,1,0,20,84,60,75,40
201,326,1,0,20,84,60,75,40
213,353,1,0,20,84,60,75,40
215,635,1,0,20,84,60,75,40
223,280,1,0,20,84,60,75,40
251,291,1,0,20,84,60,75,40
257,268,1,0,20,84,60,75,40
259,280,1,0,20,84,60,75,40
261,230,1,0,20,84,60,75,40
263,271,1,0,20,84,60,75,40
297,308,1,0,20,84,60,75,40
299,274,1,0,20,84,60,75,40
0,1182,0,0,20,84,60,75,40
1,1168,0,3,20,84,60,75,40
2,1370,0,3,20,84,60,75,40
3,3625,0,3,20,84,60,75,40
4,2269,0,2,20,84,60,75,40
5,628,0,3,20,84,60,75,40
6,690,0,3,20,84,60,75,40
7,695,0,0,20,84,60,75,40
8,4530,0,2,20,84,60,75,40
9,2062,0,0,20,84,60,75,40
10,436,0,0,20,84,60,75,40
11,832,0,3,20,84,60,75,40
12,931,0,3,20,84,60,75,40
13,756,0,3,20,84,60,75,40
14,473,0,0,20,84,60,75,40
15,812,0,3,20,84,60,75,40
16,430,0,0,20,84,60,75,40
17,541,0,0,20,84,60,75,40
18,666,0,3,20,84,60,75,40
19,321,0,0,20,84,60,75,40
20,437,0,0,20,84,60,75,40
21,1077,0,2,20,84,60,75,40
22,529,0,0,20,84,60,75,40
23,290,0,0,20,84,60,75,40
24,725,0,0,20,84,60,75,40
25,672,0,1,20,84,60,75,40
26,650,0,0,20,84,60,75,40
27,725,0,0,20,84,60,75,40
28,501,0,0,20,84,60,75,40
29,279,0,0,20,84,60,75,40
0,2303,1,0,20,84,60,75,40
1,1619,1,0,20,84,60,75,40
3,1593,1,0,20,84,60,75,40
4,1345,1,0,20,84,60,75,40
5,1435,1,0,20,84,60,75,40
7,1795,1,0,20,84,60,75,40
8,1872,1,0,20,84,60,75,40
9,1432,1,0,20,84,60,75,40
10,1481,1,0,20,84,60,75,40
11,1409,1,0,20,84,60,75,40
12,1420,1,0,20,84,60,75,40
13,1415,1,0,20,84,60,75,40
14,1365,1,0,20,84,60,75,40
15,1292,1,0,20,84,60,75,40
16,1351,1,0,20,84,60,75,40
19,1541,1,0,20,84,60,75,40
20,1368,1,0,20,84,60,75,40
22,1469,1,0,20,84,60,75,40
23,1497,1,0,20,84,60,75,40
25,1408,1,0,20,84,60,75,40
26,1742,1,0,20,84,60,75,40
27,1620,1,0,20,84,60,75,40
28,1694,1,0,20,84,60,75,40
29,1522,1,0,20,84,60,75,40
30,1445,1,0,20,84,60,75,40
31,1471,1,0,20,84,60,75,40
33,1717,1,0,20,84,60,75,40
34,1610,1,0,20,84,60,75,40
35,1549,1,0,20,84,60,75,40
38,1566,1,0,20,84,60,75,40
40,1466,1,0,20,84,60,75,40
41,1634,1,0,20,84,60,75,40
42,1538,1,0,20,84,60,75,40
45,1450,1,0,20,84,60,75,40
46,1454,1,0,20,84,60,75,40
1,348,1,0,48,53,96,40,87
3,533,0,0,48,53,96,40,87
9,281,1,0,48,53,96,40,87
20,874,0,0,48,53,96,40,87
45,559,1,0,48,53,96,40,87
47,529,1,0,48,53,96,40,87
54,480,0,0,48,53,96,40,87
57,526,1,0,48,53,96,40,87
61,415,1,0,48,53,96,40,87
74,563,0,0,48,53,96,40,87
77,380,1,0,48,53,96,40,87
81,424,1,0,48,53,96,40,87
89,322,1,0,48,53,96,40,87
94,579,0,0,48,53,96,40,87
106,525,0,0,48,53,96,40,87
109,406,1,0,48,53,96,40,87
120,475,0,0,48,53,96,40,87
133,262,1,0,48,53,96,40,87
181,305,1,0,48,53,96,40,87
188,196,0,0,48,53,96,40,87
189,441,1,0,48,53,96,40,87
221,815,1,0,48,53,96,40,87
223,251,1,0,48,53,96,40,87
227,269,1,0,48,53,96,40,87
229,162,1,0,48,53,96,40,87
231,457,1,0,48,53,96,40,87
237,899,1,0,48,53,96,40,87
239,266,1,0,48,53,96,40,87
243,228,1,0,48,53,96,40,87
251,329,1,0,48,53,96,40,87
255,240,1,0,48,53,96,40,87
256,898,0,0,48,53,96,40,87
259,142,1,0,48,53,96,40,87
263,342,1,0,48,53,96,40,87
273,210,1,0,48,53,96,40,87
277,248,1,0,48,53,96,40,87
281,216,1,0,48,53,96,40,87
285,194,1,0,48,53,96,40,87
293,162,1,0,48,53,96,40,87
297,227,1,0,48,53,96,40,87
299,186,1,0,48,53,96,40,87
0,3762,0,0,48,53,96,40,87
1,1336,0,3,48,53,96,40,87
2,1319,0,3,48,53,96,40,87
3,908,0,3,48,53,96,40,87
4,758,0,0,48,53,96,40,87
5,2152,0,3,48,53,96,40,87
6,297,0,3,48,53,96,40,87
7,2228,0,3,48,53,96,40,87
8,2844,0,3,48,53,96,40,87
9,769,0,0,48,53,96,40,87
10,808,0,0,48,53,96,40,87
11,795,0,0,48,53,96,40,87
12,389,0,3,48,53,96,40,87
13,915,0,3,48,53,96,40,87
14,1877,0,0,48,53,96,40,87
15,702,0,0,48,53,96,40,87
16,527,0,0,48,53,96,40,87
17,483,0,0,48,53,96,40,87
18,895,0,0,48,53,96,40,87
19,382,0,0,48,53,96,40,87
0,2178,1,0,48,53,96,40,87
1,1529,1,0,48,53,96,40,87
2,1938,1,0,48,53,96,40,87
3,1454,1,0,48,53,96,40,87
4,1654,1,0,48,53,96,40,87
5,2578,1,0,48,53,96,40,87
6,1482,1,0,48,53,96,40,87
7,1400,1,0,48,53,96,40,87
8,1281,1,0,48,53,96,40,87
9,1217,1,0,48,53,96,40,87
10,1365,1,0,48,53,96,40,87
11,1449,1,0,48,53,96,40,87
12,1526,1,0,48,53,96,40,87
13,1424,1,0,48,53,96,40,87
14,1542,1,0,48,53,96,40,87
15,1733,1,0,48,53,96,40,87
16,1351,1,0,48,53,96,40,87
17,1320,1,0,48,53,96,40,87
18,1340,1,0,48,53,96,40,87
19,1366,1,0,48,53,96,40,87
20,1401,1,0,48,53,96,40,87
21,1709,1,0,48,53,96,40,87
22,1377,1,0,48,53,96,40,87
23,1417,1,0,48,53,96,40,87
24,1418,1,0,48,53,96,40,87
25,1749,1,0,48,53,96,40,87
26,1536,1,0,48,53,96,40,87
27,1428,1,0,48,53,96,40,87
28,1399,1,0,48,53,96,40,87
29,1294,1,0,48,53,96,40,87
30,1322,1,0,48,53,96,40,87
31,1370,1,0,48,53,96,40,87
32,1504,1,0,48,53,96,40,87
33,1724,1,0,48,53,96,40,87
34,1594,1,0,48,53,96,40,87
35,1709,1,0,48,53,96,40,87
36,1333,1,0,48,53,96,40,87
37,1446,1,0,48,53,96,40,87
38,1441,0,0,48,53,96,40,87
39,1468,1,0,48,53,96,40,87
40,1451,1,0,48,53,96,40,87
41,1434,1,0,48,53,96,40,87
42,1470,1,0,48,53,96,40,87
43,1383,1,0,48,53,96,40,87
44,1220,1,0,48,53,96,40,87
45,1375,1,0,48,53,96,40,87
46,1505,1,0,48,53,96,40,87
1,71,0,0,47,67,67,70,47
2,241,0,0,47,67,67,70,47
5,262,1,0,47,67,67,70,47
10,348,1,0,47,67,67,70,47
16,230,0,0,47,67,67,70,47
20,392,1,0,47,67,67,70,47
21,434,1,0,47,67,67,70,47
28,314,1,0,47,67,67,70,47
35,315,1,0,47,67,67,70,47
39,298,1,0,47,67,67,70,47
53,335,1,0,47,67,67,70,47
54,380,1,0,47,67,67,70,47
55,335,1,0,47,67,67,70,47
56,300,1,0,47,67,67,70,47
65,310,1,0,47,67,67,70,47
66,410,1,0,47,67,67,70,47
73,403,1,0,47,67,67,70,47
76,413,1,0,47,67,67,70,47
79,364,1,0,47,67,67,70,47
85,330,1,0,47,67,67,70,47
88,461,1,0,47,67,67,70,47
90,351,1,0,47,67,67,70,47
93,393,1,0,47,67,67,70,47
97,358,1,0,47,67,67,70,47
99,354,1,0,47,67,67,70,47
101,314,1,0,47,67,67,70,47
113,467,1,0,47,67,67,70,47
118,375,1,0,47,67,67,70,47
119,372,1,0,47,67,67,70,47
127,579,1,0,47,67,67,70,47
128,353,1,0,47,67,67,70,47
131,339,1,0,47,67,67,70,47
134,333,1,0,47,67,67,70,47
142,364,1,0,47,67,67,70,47
156,521,1,0,47,67,67,70,47
161,407,1,0,47,67,67,70,47
